Destination,Level_A,Level_B,Level_B_Counts,,
Milan,Spas & Wellness,Yoga & Pilates ,3,,
Milan,Spas & Wellness,Hammams & Turkish Baths ,2,,
Milan,Nightlife,Bars & Clubs ,347,,
Milan,Nightlife,Dance Clubs & Discos ,18,,
Milan,Nightlife,Coffeehouses ,9,,
Milan,Nightlife,Wine Bars ,3,,
Milan,Nightlife,Blues Clubs & Bars ,1,,
Milan,Nightlife,Comedy Clubs ,1,,
Milan,Nightlife,Gay Clubs & Bars ,1,,
Milan,Sights & Landmarks,Points of Interest & Landmarks ,122,,
Milan,Sights & Landmarks,Architectural Buildings ,64,,
Milan,Sights & Landmarks,Churches & Cathedrals ,42,,
Milan,Sights & Landmarks,Sacred & Religious Sites ,37,,
Milan,Sights & Landmarks,Historic Sites ,35,,
Milan,Sights & Landmarks,Monuments & Statues ,19,,
Milan,Sights & Landmarks,Ancient Ruins ,10,,
Milan,Sights & Landmarks,Neighborhoods ,8,,
Milan,Sights & Landmarks,Government Buildings ,6,,
Milan,Museums,Specialty Museums ,49,,
Milan,Museums,Art Galleries ,36,,
Milan,Museums,Art Museums ,20,,
Milan,Museums,History Museums ,11,,
Milan,Museums,Children's Museums ,2,,
Milan,Museums,Science Museums ,2,,
Milan,Museums,Natural History Museums ,1,,
Milan,Concerts & Shows,Theaters ,29,,
Milan,Concerts & Shows,Theater & Performances ,13,,
Milan,Concerts & Shows,Concerts ,2,,
Milan,Concerts & Shows,Operas ,2,,
Milan,Concerts & Shows,Blues Clubs & Bars ,1,,
Milan,Concerts & Shows,Comedy Clubs ,1,,
Milan,Events,Cultural Events ,1,,
Milan,Events,Exhibitions ,1,,
Moscow,Shopping,Art Galleries ,178,,
Moscow,Shopping,Gift & Specialty Shops ,66,,
Moscow,Shopping,Shopping Malls ,29,,
Moscow,Shopping,Antique Stores ,10,,
Moscow,Shopping,Flea & Street Markets ,9,,
Moscow,Shopping,Department Stores ,5,,
Moscow,Shopping,Farmers Markets ,3,,
Moscow,Shopping,Factory Outlets ,2,,
Moscow,Shopping,Fashion Shows & Tours ,1,,
Moscow,Casinos & Gambling,Horse Tracks ,1,,
Moscow,Traveler Resources,Libraries ,17,,
Moscow,Traveler Resources,Conference & Convention Centers ,2,,
Moscow,Traveler Resources,Visitor Centers ,2,,
Moscow,Transportation,Taxis & Shuttles ,17,,
Moscow,Transportation,Railways ,9,,
Moscow,Transportation,Mass Transportation Systems ,5,,
Moscow,Transportation,Bus Transportation ,1,,
Moscow,Transportation,Tramways ,1,,
Moscow,Fun & Games,Room Escape Games ,136,,
Moscow,Fun & Games,Game & Entertainment Centers ,127,,
Moscow,Fun & Games,Movie Theaters ,85,,
Moscow,Fun & Games,Other Fun & Games ,76,,
Moscow,Fun & Games,Sports Complexes ,50,,
Moscow,Fun & Games,Playgrounds ,34,,
Moscow,Fun & Games,Bowling Alleys ,19,,
Moscow,Fun & Games,Paint & Pottery Studios ,8,,
Moscow,Fun & Games,Shooting Ranges ,7,,
Moscow,Sights & Landmarks,Points of Interest & Landmarks ,520,,
Moscow,Sights & Landmarks,Monuments & Statues ,201,,
Moscow,Sights & Landmarks,Churches & Cathedrals ,194,,
Moscow,Sights & Landmarks,Architectural Buildings ,171,,
Moscow,Sights & Landmarks,Historic Sites ,114,,
Moscow,Sights & Landmarks,Sacred & Religious Sites ,68,,
Moscow,Sights & Landmarks,Historic Walking Areas ,27,,
Moscow,Sights & Landmarks,Arenas & Stadiums ,25,,
Moscow,Sights & Landmarks,Cemeteries ,17,,
Moscow,Museums,Specialty Museums ,261,,
Moscow,Museums,Art Galleries ,178,,
Moscow,Museums,Art Museums ,82,,
Moscow,Museums,History Museums ,61,,
Moscow,Museums,Children's Museums ,15,,
Moscow,Museums,Military Museums ,13,,
Moscow,Museums,Science Museums ,11,,
Moscow,Museums,Natural History Museums ,3,,
Moscow,Museums,Observatories & Planetariums ,1,,
Moscow,Tours,City Tours ,63,,
Moscow,Tours,Private Tours ,47,,
Moscow,Tours,Sightseeing Tours ,26,,
Moscow,Tours,Walking Tours ,26,,
Moscow,Tours,Cultural Tours ,24,,
Moscow,Tours,Historical & Heritage Tours ,20,,
Moscow,Tours,Scuba & Snorkeling ,20,,
Moscow,Tours,Adrenaline & Extreme Tours ,13,,
Moscow,Tours,Bus Tours ,11,,
Moscow,Nature & Parks,Parks ,80,,
Moscow,Nature & Parks,Playgrounds ,34,,
Moscow,Nature & Parks,Zoos ,16,,
Moscow,Nature & Parks,Gardens ,13,,
Moscow,Nature & Parks,Bodies of Water ,9,,
Moscow,Nature & Parks,Equestrian Trails ,8,,
Moscow,Nature & Parks,Aquariums ,6,,
Moscow,Nature & Parks,Nature & Wildlife Areas ,6,,
Moscow,Nature & Parks,State Parks ,6,,
Moscow,Boat Tours & Water Sports,Scuba & Snorkeling ,20,,
Moscow,Boat Tours & Water Sports,Boat Tours ,8,,
Moscow,Boat Tours & Water Sports,Water Sports ,7,,
Moscow,Boat Tours & Water Sports,Boat Rentals ,6,,
Moscow,Boat Tours & Water Sports,Fishing Charters & Tours ,6,,
Moscow,Boat Tours & Water Sports,Parasailing & Paragliding ,2,,
Moscow,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",2,,
Moscow,Boat Tours & Water Sports,Waterskiing & Jetskiing ,2,,
Moscow,Boat Tours & Water Sports,Speed Boats Tours ,1,,
Moscow,Concerts & Shows,Theaters ,212,,
Moscow,Concerts & Shows,Theater & Performances ,69,,
Moscow,Concerts & Shows,Concerts ,28,,
Moscow,Concerts & Shows,Ballets ,6,,
Moscow,Concerts & Shows,Operas ,4,,
Moscow,Concerts & Shows,Symphonies ,4,,
Moscow,Concerts & Shows,Blues Clubs & Bars ,3,,
Moscow,Concerts & Shows,Jazz Clubs & Bars ,3,,
Moscow,Concerts & Shows,Comedy Clubs ,1,,
Moscow,Outdoor Activities,Scuba & Snorkeling ,20,,
Moscow,Outdoor Activities,Zoos ,16,,
Moscow,Outdoor Activities,Gear Rentals ,14,,
Moscow,Outdoor Activities,Adrenaline & Extreme Tours ,13,,
Moscow,Outdoor Activities,Other Outdoor Activities ,10,,
Moscow,Outdoor Activities,Horseback Riding Tours ,9,,
Moscow,Outdoor Activities,Boat Tours ,8,,
Moscow,Outdoor Activities,Equestrian Trails ,8,,
Moscow,Outdoor Activities,Bike Tours ,7,,
Multan,Nature & Parks,Parks ,8,,
Multan,Nature & Parks,Gardens ,1,,
Multan,Museums,Art Galleries ,2,,
Multan,Shopping,Gift & Specialty Shops ,5,,
Multan,Shopping,Art Galleries ,2,,
Multan,Shopping,Shopping Malls ,1,,
Multan,Fun & Games,Movie Theaters ,4,,
Multan,Fun & Games,Other Fun & Games ,2,,
Multan,Fun & Games,Game & Entertainment Centers ,1,,
Multan,Sights & Landmarks,Points of Interest & Landmarks ,43,,
Multan,Sights & Landmarks,Arenas & Stadiums ,3,,
Multan,Sights & Landmarks,Monuments & Statues ,3,,
Multan,Sights & Landmarks,Architectural Buildings ,1,,
Multan,Sights & Landmarks,Churches & Cathedrals ,1,,
Multan,Sights & Landmarks,Historic Walking Areas ,1,,
Multan,Sights & Landmarks,Observation Decks & Towers ,1,,
Multan,Outdoor Activities,Other Outdoor Activities ,8,,
Munich,Traveler Resources,Visitor Centers ,3,,
Munich,Traveler Resources,Conference & Convention Centers ,2,,
Munich,Traveler Resources,Libraries ,1,,
Munich,Shopping,Gift & Specialty Shops ,53,,
Munich,Shopping,Art Galleries ,8,,
Munich,Shopping,Flea & Street Markets ,4,,
Munich,Shopping,Antique Stores ,1,,
Munich,Shopping,Factory Outlets ,1,,
Munich,Shopping,Shopping Malls ,1,,
Munich,Fun & Games,Movie Theaters ,9,,
Munich,Fun & Games,Room Escape Games ,8,,
Munich,Fun & Games,Sports Complexes ,6,,
Munich,Fun & Games,Game & Entertainment Centers ,5,,
Munich,Fun & Games,Other Fun & Games ,4,,
Munich,Fun & Games,Scavenger Hunts ,2,,
Munich,Fun & Games,Bowling Alleys ,1,,
Munich,Sights & Landmarks,Points of Interest & Landmarks ,44,,
Munich,Sights & Landmarks,Architectural Buildings ,17,,
Munich,Sights & Landmarks,Sacred & Religious Sites ,14,,
Munich,Sights & Landmarks,Historic Sites ,13,,
Munich,Sights & Landmarks,Monuments & Statues ,10,,
Munich,Sights & Landmarks,Churches & Cathedrals ,9,,
Munich,Sights & Landmarks,Educational sites ,5,,
Munich,Sights & Landmarks,Fountains ,5,,
Munich,Sights & Landmarks,Arenas & Stadiums ,3,,
Munich,Museums,Specialty Museums ,28,,
Munich,Museums,Art Museums ,12,,
Munich,Museums,Art Galleries ,8,,
Munich,Museums,History Museums ,6,,
Munich,Museums,Science Museums ,2,,
Munich,Museums,Natural History Museums ,1,,
Munich,Tours,Sightseeing Tours ,31,,
Munich,Tours,Private Tours ,29,,
Munich,Tours,City Tours ,18,,
Munich,Tours,Walking Tours ,14,,
Munich,Tours,Historical & Heritage Tours ,13,,
Munich,Tours,Bike Tours ,6,,
Munich,Tours,Cultural Tours ,6,,
Munich,Tours,Brewery Tours ,5,,
Munich,Tours,Day Trips from Munich ,5,,
Munich,Nature & Parks,Parks ,10,,
Munich,Nature & Parks,Gardens ,7,,
Munich,Nature & Parks,Aquariums ,1,,
Munich,Nature & Parks,Beaches ,1,,
Munich,Nature & Parks,Zoos ,1,,
Munich,Boat Tours & Water Sports,Scuba & Snorkeling ,3,,
Munich,Boat Tours & Water Sports,Water Sports ,3,,
Munich,Boat Tours & Water Sports,Boat Tours ,1,,
Munich,Boat Tours & Water Sports,Parasailing & Paragliding ,1,,
Munich,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",1,,
Munich,Zoos & Aquariums,Aquariums ,1,,
Munich,Zoos & Aquariums,Zoos ,1,,
Munich,Nightlife,Bars & Clubs ,190,,
Munich,Nightlife,Dance Clubs & Discos ,11,,
Munich,Nightlife,Jazz Clubs & Bars ,4,,
Munich,Nightlife,Gay Clubs & Bars ,3,,
Munich,Nightlife,Karaoke Bars ,2,,
Munich,Nightlife,"Bar, Club & Pub Tours ",1,,
Munich,Nightlife,Coffeehouses ,1,,
Munich,Nightlife,Piano Bars ,1,,
Munich,Events,Food & Drink Festivals ,1,,
Munich,Outdoor Activities,Bike Tours ,6,,
Munich,Outdoor Activities,Other Outdoor Activities ,6,,
Munich,Outdoor Activities,Running Tours ,3,,
Munich,Outdoor Activities,Scuba & Snorkeling ,3,,
Munich,Outdoor Activities,Water Sports ,3,,
Munich,Outdoor Activities,Adrenaline & Extreme Tours ,2,,
Munich,Outdoor Activities,"4WD, ATV & Off-Road Tours ",1,,
Munich,Outdoor Activities,Air Tours ,1,,
Munich,Outdoor Activities,Beaches ,1,,
Nairobi,Tours,Nature & Wildlife Tours ,75,,
Nairobi,Tours,Private Tours ,31,,
Nairobi,Tours,City Tours ,24,,
Nairobi,Tours,Sightseeing Tours ,20,,
Nairobi,Tours,Cultural Tours ,14,,
Nairobi,Tours,Hiking & Camping Tours ,10,,
Nairobi,Tours,Day Trips from Nairobi ,7,,
Nairobi,Tours,Historical & Heritage Tours ,7,,
Nairobi,Tours,Walking Tours ,7,,
Nairobi,Casinos & Gambling,Casinos ,2,,
Nairobi,Casinos & Gambling,Horse Tracks ,1,,
Nairobi,Boat Tours & Water Sports,River Rafting & Tubing ,2,,
Nairobi,Boat Tours & Water Sports,Scuba & Snorkeling ,2,,
Nairobi,Boat Tours & Water Sports,Boat Tours ,1,,
Nairobi,Boat Tours & Water Sports,Shark Diving ,1,,
Nairobi,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",1,,
Nairobi,Boat Tours & Water Sports,Water Sports ,1,,
Nairobi,Traveler Resources,Conference & Convention Centers ,2,,
Nairobi,Traveler Resources,Visitor Centers ,2,,
Nairobi,Traveler Resources,Libraries ,1,,
Nairobi,Shopping,Gift & Specialty Shops ,12,,
Nairobi,Shopping,Shopping Malls ,10,,
Nairobi,Shopping,Art Galleries ,3,,
Nairobi,Shopping,Flea & Street Markets ,2,,
Nairobi,Shopping,Shopping Tours ,1,,
Nairobi,Zoos & Aquariums,Zoos ,1,,
Nairobi,Outdoor Activities,Nature & Wildlife Tours ,75,,
Nairobi,Outdoor Activities,Safaris ,61,,
Nairobi,Outdoor Activities,Hiking & Camping Tours ,10,,
Nairobi,Outdoor Activities,Eco Tours ,5,,
Nairobi,Outdoor Activities,Other Outdoor Activities ,5,,
Nairobi,Outdoor Activities,Balloon Rides ,4,,
Nairobi,Outdoor Activities,Hiking Trails ,3,,
Nairobi,Outdoor Activities,Climbing Tours ,2,,
Nairobi,Outdoor Activities,Golf Courses ,2,,
Nairobi,Sights & Landmarks,Sacred & Religious Sites ,3,,
Nairobi,Sights & Landmarks,Architectural Buildings ,2,,
Nairobi,Sights & Landmarks,Neighborhoods ,2,,
Nairobi,Sights & Landmarks,Points of Interest & Landmarks ,2,,
Nairobi,Sights & Landmarks,Auto Race Tracks ,1,,
Nairobi,Sights & Landmarks,Cemeteries ,1,,
Nairobi,Sights & Landmarks,Churches & Cathedrals ,1,,
Nairobi,Sights & Landmarks,Educational sites ,1,,
Nairobi,Sights & Landmarks,Farms ,1,,
Nairobi,Nature & Parks,Nature & Wildlife Areas ,9,,
Nairobi,Nature & Parks,Parks ,4,,
Nairobi,Nature & Parks,Gardens ,3,,
Nairobi,Nature & Parks,Hiking Trails ,3,,
Nairobi,Nature & Parks,National Parks ,2,,
Nairobi,Nature & Parks,Biking Trails ,1,,
Nairobi,Nature & Parks,Forests ,1,,
Nairobi,Nature & Parks,Zoos ,1,,
Nairobi,Concerts & Shows,Theater & Performances ,1,,
Nairobi,Museums,Specialty Museums ,5,,
Nairobi,Museums,Art Galleries ,3,,
Nairobi,Museums,History Museums ,1,,
New York,Shopping,Gift & Specialty Shops ,539,,
New York,Shopping,Art Galleries ,126,,
New York,Shopping,Shopping Tours ,19,,
New York,Shopping,Flea & Street Markets ,18,,
New York,Shopping,Department Stores ,14,,
New York,Shopping,Antique Stores ,12,,
New York,Shopping,Shopping Malls ,9,,
New York,Shopping,Factory Outlets ,3,,
New York,Shopping,Farmers Markets ,2,,
New York,Casinos & Gambling,Horse Tracks ,1,,
New York,Traveler Resources,Libraries ,11,,
New York,Traveler Resources,Visitor Centers ,8,,
New York,Traveler Resources,Conference & Convention Centers ,2,,
New York,Transportation,Taxis & Shuttles ,37,,
New York,Transportation,Bus Transportation ,5,,
New York,Transportation,Mass Transportation Systems ,5,,
New York,Transportation,Ferries ,3,,
New York,Transportation,Railways ,1,,
New York,Transportation,Tramways ,1,,
New York,Sights & Landmarks,Points of Interest & Landmarks ,103,,
New York,Sights & Landmarks,Architectural Buildings ,54,,
New York,Sights & Landmarks,Churches & Cathedrals ,54,,
New York,Sights & Landmarks,Historic Sites ,45,,
New York,Sights & Landmarks,Sacred & Religious Sites ,41,,
New York,Sights & Landmarks,Monuments & Statues ,34,,
New York,Sights & Landmarks,Neighborhoods ,33,,
New York,Sights & Landmarks,Educational sites ,15,,
New York,Sights & Landmarks,Historic Walking Areas ,13,,
New York,Museums,Art Galleries ,126,,
New York,Museums,Specialty Museums ,75,,
New York,Museums,Art Museums ,36,,
New York,Museums,History Museums ,18,,
New York,Museums,Children's Museums ,6,,
New York,Museums,Observatories & Planetariums ,3,,
New York,Museums,Science Museums ,3,,
New York,Museums,Natural History Museums ,1,,
New York,Tours,City Tours ,158,,
New York,Tours,Walking Tours ,148,,
New York,Tours,Sightseeing Tours ,104,,
New York,Tours,Private Tours ,80,,
New York,Tours,Historical & Heritage Tours ,74,,
New York,Tours,Cultural Tours ,52,,
New York,Tours,Bike Tours ,40,,
New York,Tours,Food Tours ,39,,
New York,Tours,Boat Tours ,36,,
New York,Nature & Parks,Parks ,56,,
New York,Nature & Parks,Gardens ,11,,
New York,Nature & Parks,Playgrounds ,10,,
New York,Nature & Parks,Bodies of Water ,4,,
New York,Nature & Parks,Islands ,3,,
New York,Nature & Parks,Biking Trails ,2,,
New York,Nature & Parks,Beaches ,1,,
New York,Nature & Parks,Geologic Formations ,1,,
New York,Nature & Parks,Hiking Trails ,1,,
New York,Boat Tours & Water Sports,Boat Tours ,36,,
New York,Boat Tours & Water Sports,Boat Rentals ,4,,
New York,Boat Tours & Water Sports,Kayaking & Canoeing ,3,,
New York,Boat Tours & Water Sports,Speed Boats Tours ,2,,
New York,Boat Tours & Water Sports,Fishing Charters & Tours ,1,,
New York,Boat Tours & Water Sports,River Rafting & Tubing ,1,,
New York,Boat Tours & Water Sports,Scuba & Snorkeling ,1,,
New York,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",1,,
New York,Boat Tours & Water Sports,Water Sports ,1,,
New York,Nightlife,Bars & Clubs ,769,,
New York,Nightlife,Dance Clubs & Discos ,30,,
New York,Nightlife,Comedy Clubs ,26,,
New York,Nightlife,"Bar, Club & Pub Tours ",22,,
New York,Nightlife,Jazz Clubs & Bars ,22,,
New York,Nightlife,Gay Clubs & Bars ,17,,
New York,Nightlife,Karaoke Bars ,12,,
New York,Nightlife,Piano Bars ,9,,
New York,Nightlife,Cigar Bars ,5,,
New York,Concerts & Shows,Broadway Shows ,164,,
New York,Concerts & Shows,Theaters ,161,,
New York,Concerts & Shows,Comedy Clubs ,26,,
New York,Concerts & Shows,Jazz Clubs & Bars ,22,,
New York,Concerts & Shows,Concerts ,18,,
New York,Concerts & Shows,Piano Bars ,9,,
New York,Concerts & Shows,Operas ,5,,
New York,Concerts & Shows,Symphonies ,4,,
New York,Concerts & Shows,Blues Clubs & Bars ,3,,
New York,Outdoor Activities,Bike Tours ,40,,
New York,Outdoor Activities,Boat Tours ,36,,
New York,Outdoor Activities,Gear Rentals ,19,,
New York,Outdoor Activities,Horse-Drawn Carriage Tours ,8,,
New York,Outdoor Activities,Other Outdoor Activities ,8,,
New York,Outdoor Activities,Sports Camps & Clinics ,5,,
New York,Outdoor Activities,Boat Rentals ,4,,
New York,Outdoor Activities,Golf Courses ,3,,
New York,Outdoor Activities,Kayaking & Canoeing ,3,,
Orlando,Fun & Games,Game & Entertainment Centers ,30,,
Orlando,Fun & Games,Other Fun & Games ,9,,
Orlando,Fun & Games,Movie Theaters ,7,,
Orlando,Fun & Games,Bowling Alleys ,6,,
Orlando,Fun & Games,Room Escape Games ,6,,
Orlando,Fun & Games,Comedy Clubs ,4,,
Orlando,Fun & Games,Playgrounds ,4,,
Orlando,Fun & Games,Sports Complexes ,3,,
Orlando,Fun & Games,Mini Golf ,2,,
Orlando,Nature & Parks,Bodies of Water ,12,,
Orlando,Nature & Parks,Parks ,11,,
Orlando,Nature & Parks,Nature & Wildlife Areas ,10,,
Orlando,Nature & Parks,Playgrounds ,4,,
Orlando,Nature & Parks,Zoos ,3,,
Orlando,Nature & Parks,Aquariums ,2,,
Orlando,Nature & Parks,Gardens ,2,,
Orlando,Nature & Parks,Biking Trails ,1,,
Orlando,Nature & Parks,Equestrian Trails ,1,,
Orlando,Boat Tours & Water Sports,Scuba & Snorkeling ,9,,
Orlando,Boat Tours & Water Sports,Fishing Charters & Tours ,7,,
Orlando,Boat Tours & Water Sports,Water Sports ,6,,
Orlando,Boat Tours & Water Sports,Boat Tours ,5,,
Orlando,Boat Tours & Water Sports,Kayaking & Canoeing ,4,,
Orlando,Boat Tours & Water Sports,Boat Rentals ,2,,
Orlando,Boat Tours & Water Sports,Stand-Up Paddleboarding ,2,,
Orlando,Traveler Resources,Conference & Convention Centers ,1,,
Orlando,Traveler Resources,Visitor Centers ,1,,
Orlando,Shopping,Gift & Specialty Shops ,37,,
Orlando,Shopping,Shopping Malls ,8,,
Orlando,Shopping,Art Galleries ,6,,
Orlando,Shopping,Antique Stores ,4,,
Orlando,Shopping,Factory Outlets ,3,,
Orlando,Shopping,Flea & Street Markets ,1,,
Orlando,Tours,Scuba & Snorkeling ,9,,
Orlando,Tours,Food Tours ,8,,
Orlando,Tours,Sightseeing Tours ,8,,
Orlando,Tours,Fishing Charters & Tours ,7,,
Orlando,Tours,City Tours ,6,,
Orlando,Tours,Private Tours ,6,,
Orlando,Tours,Water Sports ,6,,
Orlando,Tours,Boat Tours ,5,,
Orlando,Tours,Helicopter Tours ,5,,
Orlando,Water & Amusement Parks,Theme Parks ,18,,
Orlando,Water & Amusement Parks,Disney Parks & Activities ,9,,
Orlando,Water & Amusement Parks,Water Parks ,7,,
Orlando,Zoos & Aquariums,Zoos ,3,,
Orlando,Zoos & Aquariums,Aquariums ,2,,
Orlando,Concerts & Shows,Theater & Performances ,13,,
Orlando,Concerts & Shows,Theaters ,11,,
Orlando,Concerts & Shows,Dinner Theaters ,8,,
Orlando,Concerts & Shows,Concerts ,5,,
Orlando,Concerts & Shows,Comedy Clubs ,4,,
Orlando,Concerts & Shows,Piano Bars ,3,,
Orlando,Concerts & Shows,Ballets ,2,,
Orlando,Concerts & Shows,Luaus ,2,,
Orlando,Concerts & Shows,Symphonies ,2,,
Orlando,Sights & Landmarks,Points of Interest & Landmarks ,5,,
Orlando,Sights & Landmarks,Arenas & Stadiums ,3,,
Orlando,Sights & Landmarks,Auto Race Tracks ,3,,
Orlando,Sights & Landmarks,Educational sites ,3,,
Orlando,Sights & Landmarks,Churches & Cathedrals ,2,,
Orlando,Sights & Landmarks,Neighborhoods ,2,,
Orlando,Sights & Landmarks,Observation Decks & Towers ,2,,
Orlando,Sights & Landmarks,Cemeteries ,1,,
Orlando,Sights & Landmarks,Fountains ,1,,
Orlando,Outdoor Activities,Golf Courses ,35,,
Orlando,Outdoor Activities,Gear Rentals ,10,,
Orlando,Outdoor Activities,Scuba & Snorkeling ,9,,
Orlando,Outdoor Activities,Fishing Charters & Tours ,7,,
Orlando,Outdoor Activities,Water Sports ,6,,
Orlando,Outdoor Activities,Boat Tours ,5,,
Orlando,Outdoor Activities,Kayaking & Canoeing ,4,,
Orlando,Outdoor Activities,Nature & Wildlife Tours ,4,,
Orlando,Outdoor Activities,Other Outdoor Activities ,4,,
Paris,Casinos & Gambling,Horse Tracks ,3,,
Paris,Casinos & Gambling,Casinos ,1,,
Paris,Traveler Resources,Libraries ,9,,
Paris,Traveler Resources,Visitor Centers ,5,,
Paris,Traveler Resources,Conference & Convention Centers ,3,,
Paris,Shopping,Gift & Specialty Shops ,449,,
Paris,Shopping,Art Galleries ,57,,
Paris,Shopping,Flea & Street Markets ,29,,
Paris,Shopping,Shopping Tours ,10,,
Paris,Shopping,Antique Stores ,8,,
Paris,Shopping,Shopping Malls ,8,,
Paris,Shopping,Department Stores ,7,,
Paris,Shopping,Factory Outlets ,4,,
Paris,Shopping,Farmers Markets ,3,,
Paris,Sights & Landmarks,Points of Interest & Landmarks ,186,,
Paris,Sights & Landmarks,Neighborhoods ,63,,
Paris,Sights & Landmarks,Historic Sites ,48,,
Paris,Sights & Landmarks,Architectural Buildings ,47,,
Paris,Sights & Landmarks,Churches & Cathedrals ,43,,
Paris,Sights & Landmarks,Sacred & Religious Sites ,39,,
Paris,Sights & Landmarks,Monuments & Statues ,30,,
Paris,Sights & Landmarks,Bridges ,21,,
Paris,Sights & Landmarks,Educational sites ,17,,
Paris,Museums,Specialty Museums ,96,,
Paris,Museums,Art Galleries ,57,,
Paris,Museums,Art Museums ,35,,
Paris,Museums,History Museums ,17,,
Paris,Museums,Science Museums ,7,,
Paris,Museums,Military Museums ,3,,
Paris,Museums,Children's Museums ,2,,
Paris,Museums,Natural History Museums ,2,,
Paris,Museums,Observatories & Planetariums ,2,,
Paris,Tours,Private Tours ,132,,
Paris,Tours,City Tours ,116,,
Paris,Tours,Sightseeing Tours ,85,,
Paris,Tours,Cultural Tours ,72,,
Paris,Tours,Walking Tours ,70,,
Paris,Tours,Historical & Heritage Tours ,46,,
Paris,Tours,Food Tours ,38,,
Paris,Tours,Bike Tours ,20,,
Paris,Tours,Night Tours ,19,,
Paris,Nature & Parks,Gardens ,33,,
Paris,Nature & Parks,Parks ,32,,
Paris,Nature & Parks,Bodies of Water ,4,,
Paris,Nature & Parks,Playgrounds ,4,,
Paris,Nature & Parks,Zoos ,4,,
Paris,Nature & Parks,Islands ,3,,
Paris,Nature & Parks,Aquariums ,2,,
Paris,Nature & Parks,Beaches ,1,,
Paris,Nature & Parks,Equestrian Trails ,1,,
Paris,Boat Tours & Water Sports,Boat Tours ,18,,
Paris,Boat Tours & Water Sports,Scuba & Snorkeling ,2,,
Paris,Boat Tours & Water Sports,Boat Rentals ,1,,
Paris,Events,Cultural Events ,4,,
Paris,Events,Music Festivals ,2,,
Paris,Events,Sporting Events ,2,,
Paris,Events,Exhibitions ,1,,
Paris,Nightlife,Bars & Clubs ,314,,
Paris,Nightlife,Dance Clubs & Discos ,28,,
Paris,Nightlife,Jazz Clubs & Bars ,26,,
Paris,Nightlife,Comedy Clubs ,14,,
Paris,Nightlife,Gay Clubs & Bars ,8,,
Paris,Nightlife,"Bar, Club & Pub Tours ",7,,
Paris,Nightlife,Coffeehouses ,7,,
Paris,Nightlife,Wine Bars ,7,,
Paris,Nightlife,Blues Clubs & Bars ,6,,
Paris,Food & Drink,Food Tours ,38,,
Paris,Food & Drink,Other Food & Drink ,35,,
Paris,Food & Drink,Cooking Classes ,33,,
Paris,Food & Drink,Wine Tours & Tastings ,18,,
Paris,Food & Drink,Wine Bars ,7,,
Paris,Food & Drink,Wineries & Vineyards ,4,,
Paris,Food & Drink,Farmers Markets ,3,,
Paris,Food & Drink,Brewery Tours ,2,,
Paris,Food & Drink,Breweries ,1,,
Paris,Concerts & Shows,Theaters ,100,,
Paris,Concerts & Shows,Theater & Performances ,63,,
Paris,Concerts & Shows,Jazz Clubs & Bars ,26,,
Paris,Concerts & Shows,Dinner Theaters ,16,,
Paris,Concerts & Shows,Comedy Clubs ,14,,
Paris,Concerts & Shows,Concerts ,10,,
Paris,Concerts & Shows,Blues Clubs & Bars ,6,,
Paris,Concerts & Shows,Operas ,6,,
Paris,Concerts & Shows,Cabarets ,3,,
Paris,Outdoor Activities,Other Outdoor Activities ,26,,
Paris,Outdoor Activities,Gear Rentals ,22,,
Paris,Outdoor Activities,Bike Tours ,20,,
Paris,Outdoor Activities,Boat Tours ,18,,
Paris,Outdoor Activities,Running Tours ,5,,
Paris,Outdoor Activities,Zoos ,4,,
Paris,Outdoor Activities,Scuba & Snorkeling ,2,,
Paris,Outdoor Activities,Adrenaline & Extreme Tours ,1,,
Paris,Outdoor Activities,Air Tours ,1,,
Peshawar,Nature & Parks,Gardens ,2,,
Peshawar,Nature & Parks,Parks ,2,,
Peshawar,Nature & Parks,Dams ,1,,
Peshawar,Nature & Parks,Mountains ,1,,
Peshawar,Museums,History Museums ,1,,
Peshawar,Museums,Specialty Museums ,1,,
Peshawar,Sights & Landmarks,Points of Interest & Landmarks ,10,,
Peshawar,Sights & Landmarks,Historic Sites ,7,,
Peshawar,Sights & Landmarks,Ancient Ruins ,3,,
Peshawar,Sights & Landmarks,Sacred & Religious Sites ,3,,
Peshawar,Sights & Landmarks,Architectural Buildings ,1,,
Peshawar,Sights & Landmarks,Bridges ,1,,
Peshawar,Sights & Landmarks,Cemeteries ,1,,
Peshawar,Sights & Landmarks,Churches & Cathedrals ,1,,
Peshawar,Sights & Landmarks,Educational sites ,1,,
Peshawar,Shopping,Flea & Street Markets ,2,,
Peshawar,Outdoor Activities,Other Outdoor Activities ,1,,
Phuket,Tours,Scuba & Snorkeling ,159,,
Phuket,Tours,Boat Tours ,109,,
Phuket,Tours,Sightseeing Tours ,57,,
Phuket,Tours,Speed Boats Tours ,40,,
Phuket,Tours,Nature & Wildlife Tours ,24,,
Phuket,Tours,City Tours ,23,,
Phuket,Tours,Private Tours ,23,,
Phuket,Tours,River Rafting & Tubing ,20,,
Phuket,Tours,Fishing Charters & Tours ,19,,
